nPar,nB,nT,curTask,curDur,rpr,flw,curPreCueDur,curRpt,preTask,preDur,preRpt,prePreCueDur,flwOnLtc,flwOffLtc,flwAfterOff
17,1,22,reproduction,0.9,0.8938773999998375,0.0,,0.8938773999998375,reproduction,1.3,0.8821308999999928,,,,False
17,1,23,reproduction,0.8,0.7992404999999962,0.0,,0.7992404999999962,reproduction,0.9,0.8938773999998375,,,,False
17,1,24,following,1.1,0.0,1.70535609999979,1.0,1.70535609999979,reproduction,0.8,0.7992404999999962,,-0.3291661999999178,0.27061909999997624,False
17,1,25,following,1.3,0.0,1.5641986000000545,1.0,1.5641986000000545,following,1.1,1.70535609999979,1.0,0.24712290000002213,0.5058586000000105,False
17,1,26,following,0.9,0.0,1.1174803000001248,1.2,1.1174803000001248,following,1.3,1.5641986000000545,1.0,0.24657799999999952,0.4589309000000412,False
17,1,27,following,1.3,0.0,1.5524834999998802,0.9,1.5524834999998802,following,0.9,1.1174803000001248,1.2,0.3059832000001279,0.5529313999998067,False
17,1,28,reproduction,1.4,0.9173917999999048,0.0,,0.9173917999999048,following,1.3,1.5524834999998802,0.9,,,False
17,1,29,following,0.8,0.0,0.999706500000002,1.1,0.999706500000002,reproduction,1.4,0.9173917999999048,,0.23534849999987273,0.4352884999998423,False
17,1,30,following,0.9,0.0,0.9996593000000756,0.8,0.9996593000000756,following,0.8,0.999706500000002,1.1,0.25888709999981074,0.3523760000000493,False
17,1,31,following,1.1,0.0,1.6818742000000384,1.3,1.6818742000000384,following,0.9,0.9996593000000756,0.8,-0.2122312999999849,0.3647497000001749,False
17,1,32,following,1.3,0.0,1.3995586000000912,1.2,1.3995586000000912,following,1.1,1.6818742000000384,1.3,0.2588903000000755,0.3523512000001574,False
17,1,33,reproduction,1.3,0.9175270000000636,0.0,,0.9175270000000636,following,1.3,1.3995586000000912,1.2,,,False
17,1,34,following,1.4,0.0,1.5289347000000362,1.4,1.5289347000000362,reproduction,1.3,0.9175270000000636,,0.2818595999999616,0.4110315000000355,False
17,1,35,reproduction,1.2,0.8815737999998419,0.0,,0.8815737999998419,following,1.4,1.5289347000000362,1.4,,,False
17,1,36,following,1.1,0.0,1.199620200000027,1.1,1.199620200000027,reproduction,1.2,0.8815737999998419,,0.41176999999993313,0.5058395999999448,False
17,1,37,reproduction,1.2,1.023097099999859,0.0,,1.023097099999859,following,1.1,1.199620200000027,1.1,,,False
17,1,38,reproduction,0.9,0.8703388000001269,0.0,,0.8703388000001269,reproduction,1.2,1.023097099999859,,,,False
17,1,39,following,0.9,0.0,1.210842999999841,1.4,1.210842999999841,reproduction,0.9,0.8703388000001269,,0.3059109000000717,0.6117064999998547,False
17,1,40,reproduction,1.1,1.5054641000001538,0.0,,1.5054641000001538,following,0.9,1.210842999999841,1.4,,,False
17,1,41,reproduction,0.8,1.1643719999999576,0.0,,1.1643719999999576,reproduction,1.1,1.5054641000001538,,,,False
17,1,42,reproduction,1.4,1.2819898000000194,0.0,,1.2819898000000194,reproduction,0.8,1.1643719999999576,,,,False
17,1,43,reproduction,0.9,0.952709700000014,0.0,,0.952709700000014,reproduction,1.4,1.2819898000000194,,,,False
17,1,44,following,0.8,0.0,1.1173023000001194,1.1,1.1173023000001194,reproduction,0.9,0.952709700000014,,0.21183619999987968,0.5293768000001364,False
17,1,45,reproduction,1.2,1.246590200000128,0.0,,1.246590200000128,following,0.8,1.1173023000001194,1.1,,,False
17,1,46,following,1.4,0.0,1.7876754000001256,1.2,1.7876754000001256,reproduction,1.2,1.246590200000128,,-0.08218379999993886,0.30591640000011466,False
17,1,47,following,1.4,0.0,1.4113178000000062,1.0,1.4113178000000062,following,1.4,1.7876754000001256,1.2,0.3294527000000471,0.341191199999912,False
17,1,48,following,1.2,0.0,1.2466613000001416,0.8,1.2466613000001416,following,1.4,1.4113178000000062,1.0,0.29417499999999563,0.34120290000009845,False
17,1,49,reproduction,1.1,0.8585800000000745,0.0,,0.8585800000000745,following,1.2,1.2466613000001416,0.8,,,False
17,1,50,following,0.8,0.0,1.3054912999998578,1.3,1.3054912999998578,reproduction,1.1,0.8585800000000745,,0.34060280000016974,0.8469491999999263,False
17,1,51,following,0.9,0.0,1.093788399999994,1.4,1.093788399999994,following,0.8,1.3054912999998578,1.3,0.28240759999994225,0.4705670000000737,False
17,1,52,reproduction,1.2,0.9761756000000332,0.0,,0.9761756000000332,following,0.9,1.093788399999994,1.4,,,False
17,1,53,reproduction,1.1,0.8821112999999059,0.0,,0.8821112999999059,reproduction,1.2,0.9761756000000332,,,,False
17,1,54,following,1.0,0.0,1.1643269999999577,1.1,1.1643269999999577,reproduction,1.1,0.8821112999999059,,0.22360209999988,0.38823150000007445,False
17,1,55,reproduction,0.9,1.199672300000202,0.0,,1.199672300000202,following,1.0,1.1643269999999577,1.1,,,False
17,1,56,reproduction,1.0,1.234964299999774,0.0,,1.234964299999774,reproduction,0.9,1.199672300000202,,,,False
17,2,1,following,1.0,0.0,1.0349553999999443,1.2,1.0349553999999443,,,,,0.2706683000001249,0.30590490000031423,False
17,2,2,reproduction,0.9,1.423098399999617,0.0,,1.423098399999617,following,1.0,1.0349553999999443,1.2,,,False
17,2,3,reproduction,1.1,1.5995530000000144,0.0,,1.5995530000000144,reproduction,0.9,1.423098399999617,,,,False
17,2,4,following,1.0,0.0,1.2466599999997925,1.0,1.2466599999997925,reproduction,1.1,1.5995530000000144,,0.3177104999999756,0.5646709999996347,False
17,2,5,following,1.2,0.0,1.7759297000002334,1.4,1.7759297000002334,following,1.0,1.2466599999997925,1.0,0.09422419999964404,0.6705350000001999,False
17,2,6,following,0.8,0.0,1.058500500000264,1.1,1.058500500000264,following,1.2,1.7759297000002334,1.4,0.17657370000006267,0.4352969999999914,False
17,2,7,reproduction,1.0,0.9645077000000128,0.0,,0.9645077000000128,following,0.8,1.058500500000264,1.1,,,False
17,2,8,reproduction,1.4,1.070491899999979,0.0,,1.070491899999979,reproduction,1.0,0.9645077000000128,,,,False
17,2,9,reproduction,1.2,0.9644259000001512,0.0,,0.9644259000001512,reproduction,1.4,1.070491899999979,,,,False
17,2,10,following,1.4,0.0,1.693573600000036,1.3,1.693573600000036,reproduction,1.2,0.9644259000001512,,0.2941163000000415,0.5881764999999177,False
17,2,11,reproduction,0.8,1.4818253999997069,0.0,,1.4818253999997069,following,1.4,1.693573600000036,1.3,,,False
17,2,12,reproduction,1.4,0.9056252999998832,0.0,,0.9056252999998832,reproduction,0.8,1.4818253999997069,,,,False
17,2,13,reproduction,1.3,1.3760535000001255,0.0,,1.3760535000001255,reproduction,1.4,0.9056252999998832,,,,False
17,2,14,following,1.4,0.0,1.7641748999999436,0.8,1.7641748999999436,reproduction,1.3,1.3760535000001255,,0.04717000000016469,0.4117439000001468,False
17,2,15,reproduction,1.2,1.0585387999999512,0.0,,1.0585387999999512,following,1.4,1.7641748999999436,0.8,,,False
17,2,16,following,0.8,0.0,1.1996188999996775,1.3,1.1996188999996775,reproduction,1.2,1.0585387999999512,,-0.0821973999995862,0.31765869999992447,False
17,2,17,reproduction,1.1,0.9879848000000492,0.0,,0.9879848000000492,following,0.8,1.1996188999996775,1.3,,,False
17,2,18,following,0.9,0.0,1.1636701000002176,0.9,1.1636701000002176,reproduction,1.1,0.9879848000000492,,-0.04623079999998936,0.21181380000007266,False
17,2,19,reproduction,0.8,1.0579886000000442,0.0,,1.0579886000000442,following,0.9,1.1636701000002176,0.9,,,False
17,2,20,following,1.1,0.0,1.234814500000084,1.0,1.234814500000084,reproduction,0.8,1.0579886000000442,,0.22370929999976852,0.3529676000002837,False
17,2,21,following,1.0,0.0,1.3995413000002372,1.4,1.3995413000002372,following,1.1,1.234814500000084,1.0,-0.117986799999926,0.2816979000002675,False
17,2,22,following,1.1,0.0,1.1996189999999842,0.8,1.1996189999999842,following,1.0,1.3995413000002372,1.4,0.32882489999997233,0.42354409999995823,False
17,2,23,following,1.4,0.0,1.328997900000104,1.0,1.328997900000104,following,1.1,1.1996189999999842,0.8,0.3177149999995663,0.24712820000002012,False
17,2,24,reproduction,1.0,1.1996603000002324,0.0,,1.1996603000002324,following,1.4,1.328997900000104,1.0,,,False
17,2,25,reproduction,0.9,1.129072499999893,0.0,,1.129072499999893,reproduction,1.0,1.1996603000002324,,,,False
17,2,26,following,0.9,0.0,1.3883472000002255,1.1,1.3883472000002255,reproduction,0.9,1.129072499999893,,-0.1645095000000083,0.31819919999975355,False
17,2,27,following,1.4,0.0,1.8700109000001248,0.8,1.8700109000001248,following,0.9,1.3883472000002255,1.1,0.28240880000021207,0.7528445000002648,False
17,2,28,reproduction,1.1,1.3760996999999406,0.0,,1.3760996999999406,following,1.4,1.8700109000001248,0.8,,,False
17,2,29,reproduction,1.1,1.0349553999999443,0.0,,1.0349553999999443,reproduction,1.1,1.3760996999999406,,,,False
17,2,30,following,1.3,0.0,1.3642706000000544,0.9,1.3642706000000544,reproduction,1.1,1.0349553999999443,,0.2236068999999361,0.28238920000001144,False
17,2,31,reproduction,0.8,0.9291548000001058,0.0,,0.9291548000001058,following,1.3,1.3642706000000544,0.9,,,False
17,2,32,reproduction,1.0,0.8703628000002936,0.0,,0.8703628000002936,reproduction,0.8,0.9291548000001058,,,,False
17,2,33,following,1.4,0.0,1.987621499999932,1.3,1.987621499999932,reproduction,1.0,0.8703628000002936,,-0.1998022999995328,0.38823530000036044,False
17,2,34,reproduction,1.0,1.1055900999999722,0.0,,1.1055900999999722,following,1.4,1.987621499999932,1.3,,,False
17,2,35,reproduction,0.8,0.8703657000000931,0.0,,0.8703657000000931,reproduction,1.0,1.1055900999999722,,,,False
17,2,36,reproduction,1.2,1.1055950999998458,0.0,,1.1055950999998458,reproduction,0.8,0.8703657000000931,,,,False
17,2,37,following,0.9,0.0,1.070255300000099,0.9,1.070255300000099,reproduction,1.2,1.1055950999998458,,0.38826300000005176,0.5529096000002482,False
17,2,38,reproduction,1.3,1.1055720999997902,0.0,,1.1055720999997902,following,0.9,1.070255300000099,0.9,,,False
17,2,39,reproduction,1.3,0.8467926999996962,0.0,,0.8467926999996962,reproduction,1.3,1.1055720999997902,,,,False
17,2,40,reproduction,1.2,1.3172554000002492,0.0,,1.3172554000002492,reproduction,1.3,0.8467926999996962,,,,False
17,2,41,following,1.3,0.0,1.2936389999999849,1.4,1.2936389999999849,reproduction,1.2,1.3172554000002492,,0.00014419999979509157,-0.011691500000324595,False
17,2,42,reproduction,1.3,1.3055294999999203,0.0,,1.3055294999999203,following,1.3,1.2936389999999849,1.4,,,False
17,2,43,following,0.9,0.0,1.2349063999999998,1.1,1.2349063999999998,reproduction,1.3,1.3055294999999203,,0.023677700000007462,0.3529542000003403,False
17,2,44,following,0.8,0.0,1.234912199999599,1.2,1.234912199999599,following,0.9,1.2349063999999998,1.1,-0.08227339999984906,0.35294589999966774,False
17,2,45,following,1.4,0.0,1.6230095000000802,1.4,1.6230095000000802,following,0.8,1.234912199999599,1.2,-0.04690990000040074,0.17652259999999842,False
17,2,46,following,1.3,0.0,1.364278099999865,1.2,1.364278099999865,following,1.4,1.6230095000000802,1.4,0.29416310000010526,0.35294999999996435,False
17,2,47,following,1.2,0.0,1.5407580999999482,1.2,1.5407580999999482,following,1.3,1.364278099999865,1.2,0.2588812999997572,0.6000046999997721,False
17,2,48,reproduction,1.4,1.1643597000002046,0.0,,1.1643597000002046,following,1.2,1.5407580999999482,1.2,,,False
17,2,49,reproduction,0.9,1.693627099999958,0.0,,1.693627099999958,reproduction,1.4,1.1643597000002046,,,,False
17,2,50,following,1.0,0.0,1.1643322999998418,0.8,1.1643322999998418,reproduction,0.9,1.693627099999958,,0.29418299999997544,0.45881759999974747,False
17,2,51,reproduction,0.9,1.211468200000127,0.0,,1.211468200000127,following,1.0,1.1643322999998418,0.8,,,False
17,2,52,following,1.1,0.0,1.5289488000003075,1.1,1.5289488000003075,reproduction,0.9,1.211468200000127,,-0.02338820000022679,0.4000147000003835,False
17,2,53,reproduction,1.4,1.3760944999999083,0.0,,1.3760944999999083,following,1.1,1.5289488000003075,1.1,,,False
17,2,54,following,0.9,0.0,1.4466217999997752,1.0,1.4466217999997752,reproduction,1.4,1.3760944999999083,,-0.16452399999980116,0.3764863000001242,False
17,2,55,following,1.0,0.0,1.0467149000000973,1.3,1.0467149000000973,following,0.9,1.4466217999997752,1.0,0.31770219999998517,0.3647117000000435,False
17,2,56,following,1.3,0.0,1.5407247000002826,0.9,1.5407247000002826,following,1.0,1.0467149000000973,1.3,0.08244680000007065,0.3176815000001625,False
17,3,1,reproduction,1.4,1.1526079999998728,0.0,,1.1526079999998728,,,,0.9,,,False
17,3,2,following,0.9,0.0,1.0820110999998178,1.2,1.0820110999998178,reproduction,1.4,1.1526079999998728,,0.2471221999996942,0.42351859999939734,False
17,3,3,following,1.2,0.0,1.5289469999997891,1.4,1.5289469999997891,following,0.9,1.0820110999998178,1.2,0.294187200000124,0.6234697000002143,False
17,3,4,reproduction,1.0,0.8703514000003452,0.0,,0.8703514000003452,following,1.2,1.5289469999997891,1.4,,,False
17,3,5,reproduction,0.8,1.1644443000000138,0.0,,1.1644443000000138,reproduction,1.0,0.8703514000003452,,,,False
17,3,6,reproduction,0.9,0.9879820999999538,0.0,,0.9879820999999538,reproduction,0.8,1.1644443000000138,,,,False
17,3,7,following,1.3,0.0,1.9288078999998104,1.1,1.9288078999998104,reproduction,0.9,0.9879820999999538,,-0.39973509999981616,0.22357319999991887,False
17,3,8,following,1.2,0.0,1.3878206999997929,1.1,1.3878206999997929,following,1.3,1.9288078999998104,1.1,0.08244719999993322,0.2706447999999,False
17,3,9,reproduction,1.0,0.9173978000003444,0.0,,0.9173978000003444,following,1.2,1.3878206999997929,1.1,,,False
17,3,10,reproduction,1.1,1.0232522999999674,0.0,,1.0232522999999674,reproduction,1.0,0.9173978000003444,,,,False
17,3,11,following,0.9,0.0,0.9996832000001632,1.1,0.9996832000001632,reproduction,1.1,1.0232522999999674,,0.22360759999992297,0.317675300000019,False
17,3,12,reproduction,1.1,1.5054095000000416,0.0,,1.5054095000000416,following,0.9,0.9996832000001632,1.1,,,False
17,3,13,following,1.4,0.0,1.5760111000004144,1.0,1.5760111000004144,reproduction,1.1,1.5054095000000416,,0.1530424000000039,0.32945740000036494,False
17,3,14,reproduction,1.0,1.0936743000002025,0.0,,1.0936743000002025,following,1.4,1.5760111000004144,1.0,,,False
17,3,15,reproduction,1.4,1.5054795999999442,0.0,,1.5054795999999442,reproduction,1.0,1.0936743000002025,,,,False
17,3,16,following,1.0,0.0,1.1521043000002464,1.2,1.1521043000002464,reproduction,1.4,1.5054795999999442,,0.306420800000069,0.4588319000001775,False
17,3,17,following,1.3,0.0,1.328975100000207,0.9,1.328975100000207,following,1.0,1.1521043000002464,1.2,0.3529905000000326,0.3764853000002404,False
17,3,18,following,1.4,0.0,1.3872058000001743,0.9,1.3872058000001743,following,1.3,1.328975100000207,0.9,0.3770756999999776,0.3647189000000708,False
17,3,19,following,1.4,0.0,1.2231283000000983,0.9,1.2231283000000983,following,1.4,1.3872058000001743,0.9,0.6117225999994389,0.4347270999999182,False
17,3,20,reproduction,0.9,1.105575100000351,0.0,,1.105575100000351,following,1.4,1.2231283000000983,0.9,,,False
17,3,21,following,0.8,0.0,0.9761497000004056,0.8,0.9761497000004056,reproduction,0.9,1.105575100000351,,0.270662399999992,0.4470491999998103,False
17,3,22,reproduction,1.3,1.2584541000001082,0.0,,1.2584541000001082,following,0.8,0.9761497000004056,0.8,,,False
17,3,23,reproduction,1.2,1.2937642000001688,0.0,,1.2937642000001688,reproduction,1.3,1.2584541000001082,,,,False
17,3,24,following,1.3,0.0,1.234906200000296,1.4,1.234906200000296,reproduction,1.2,1.2937642000001688,,0.32945920000020124,0.2588692000001629,False
17,3,25,following,1.3,0.0,1.2813759999999093,1.0,1.2813759999999093,following,1.3,1.234906200000296,1.4,0.259449499999846,0.23491519999970478,False
17,3,26,following,0.9,0.0,1.0937788999999611,0.8,1.0937788999999611,following,1.3,1.2813759999999093,1.0,0.1524685999997928,0.34120249999978114,False
17,3,27,reproduction,1.2,0.964475400000083,0.0,,0.964475400000083,following,0.9,1.0937788999999611,0.8,,,False
17,3,28,following,0.9,0.0,1.1292111000002478,1.4,1.1292111000002478,reproduction,1.2,0.964475400000083,,0.10567809999974997,0.32958730000018477,False
17,3,29,reproduction,0.8,0.9175055000000611,0.0,,0.9175055000000611,following,0.9,1.1292111000002478,1.4,,,False
17,3,30,following,0.8,0.0,1.0351921999999831,1.3,1.0351921999999831,reproduction,0.8,0.9175055000000611,,0.10596600000008038,0.3413892000003216,False
17,3,31,reproduction,1.3,1.0585283999998865,0.0,,1.0585283999998865,following,0.8,1.0351921999999831,1.3,,,False
17,3,32,reproduction,0.8,1.0702712000002066,0.0,,1.0702712000002066,reproduction,1.3,1.0585283999998865,,,,False
17,3,33,following,1.2,0.0,1.1996038000002045,1.1,1.1996038000002045,reproduction,0.8,1.0702712000002066,,0.18832100000008722,0.18828810000013618,False
17,3,34,reproduction,1.3,1.0467748999999458,0.0,,1.0467748999999458,following,1.2,1.1996038000002045,1.1,,,False
17,3,35,following,1.2,0.0,1.7994643000001815,1.4,1.7994643000001815,reproduction,1.3,1.0467748999999458,,-0.3174483999998756,0.28239520000011,False
17,3,36,reproduction,0.8,0.7880236999999397,0.0,,0.7880236999999397,following,1.2,1.7994643000001815,1.4,,,False
17,3,37,reproduction,1.2,1.317245400000047,0.0,,1.317245400000047,reproduction,0.8,0.7880236999999397,,,,False
17,3,38,following,1.1,0.0,1.3172395000001416,0.8,1.3172395000001416,reproduction,1.2,1.317245400000047,,0.11774639999953251,0.32943650000015623,False
17,3,39,following,0.9,0.0,1.0349382999997945,1.2,1.0349382999997945,following,1.1,1.3172395000001416,0.8,0.42356230000018513,0.5528997999999774,False
17,3,40,following,1.2,0.0,1.1408250999998018,1.3,1.1408250999998018,following,0.9,1.0349382999997945,1.2,0.3529565999999704,0.2941488999997546,False
17,3,41,reproduction,1.1,0.9879313999999796,0.0,,0.9879313999999796,following,1.2,1.1408250999998018,1.3,,,False
17,3,42,following,1.3,0.0,1.387824399999772,1.2,1.387824399999772,reproduction,1.1,0.9879313999999796,,0.5882012999998096,0.670508300000165,False
17,3,43,following,0.9,0.0,1.1172968000000765,1.0,1.1172968000000765,following,1.3,1.387824399999772,1.2,0.15304589999959717,0.3647198000001026,False
17,3,44,reproduction,1.1,1.1290917999999692,0.0,,1.1290917999999692,following,0.9,1.1172968000000765,1.0,,,False
17,3,45,following,0.8,0.0,0.9879685000000792,0.9,0.9879685000000792,reproduction,1.1,1.1290917999999692,,0.21182060000001002,0.400046900000234,False
17,3,46,reproduction,1.0,0.9291766999999708,0.0,,0.9291766999999708,following,0.8,0.9879685000000792,0.9,,,False
17,3,47,following,1.2,0.0,1.2231260000003203,1.3,1.2231260000003203,reproduction,1.0,0.9291766999999708,,0.3647323000000142,0.3882247000001371,False
17,3,48,reproduction,1.2,1.3995389000001524,0.0,,1.3995389000001524,following,1.2,1.2231260000003203,1.3,,,False
17,3,49,reproduction,1.4,1.2584358000003704,0.0,,1.2584358000003704,reproduction,1.2,1.3995389000001524,,,,False
17,3,50,reproduction,0.9,1.0702894000000924,0.0,,1.0702894000000924,reproduction,1.4,1.2584358000003704,,,,False
17,3,51,reproduction,1.4,1.3760725000001912,0.0,,1.3760725000001912,reproduction,0.9,1.0702894000000924,,,,False
17,3,52,following,0.9,0.0,1.270158999999694,1.0,1.270158999999694,reproduction,1.4,1.3760725000001912,,0.023683000000119137,0.38823469999988447,False
17,3,53,reproduction,0.9,1.387852500000008,0.0,,1.387852500000008,following,0.9,1.270158999999694,1.0,,,False
17,3,54,reproduction,1.3,1.1640284999998585,0.0,,1.1640284999998585,reproduction,0.9,1.387852500000008,,,,False
17,3,55,following,1.4,0.0,1.822981499999969,1.3,1.822981499999969,reproduction,1.3,1.1640284999998585,,-0.1762786999997843,0.24709160000020347,False
17,3,56,following,1.4,0.0,1.5520324999997683,0.8,1.5520324999997683,following,1.4,1.822981499999969,1.3,0.08289930000000822,0.23480049999989205,False
17,4,1,following,1.1,0.0,1.1878412999999457,1.3,1.1878412999999457,,,,0.8,0.25889280000001236,0.34119879999980185,False
17,4,2,reproduction,0.9,1.035033199999816,0.0,,1.035033199999816,following,1.1,1.1878412999999457,1.3,,,False
17,4,3,reproduction,0.9,1.0585526999998365,0.0,,1.0585526999998365,reproduction,0.9,1.035033199999816,,,,False
17,4,4,reproduction,1.0,1.070281999999679,0.0,,1.070281999999679,reproduction,0.9,1.0585526999998365,,,,False
17,4,5,following,1.0,0.0,1.4701107000000777,0.9,1.4701107000000777,reproduction,1.0,1.070281999999679,,-0.1644981999997981,0.30589740000004895,False
17,4,6,following,0.9,0.0,1.2937067999996543,0.9,1.2937067999996543,following,1.0,1.4701107000000777,0.9,0.09421650000058435,0.48233890000005886,False
17,4,7,following,1.0,0.0,1.4818812999997135,1.4,1.4818812999997135,following,0.9,1.2937067999996543,0.9,-0.21154639999986102,0.2706313999997292,False
17,4,8,reproduction,1.4,1.0585243999998966,0.0,,1.0585243999998966,following,1.0,1.4818812999997135,1.4,,,False
17,4,9,following,0.8,0.0,1.2701849000000038,1.3,1.2701849000000038,reproduction,1.4,1.0585243999998966,,-0.12925620000009985,0.3411983999999393,False
17,4,10,reproduction,1.2,1.0232930999995915,0.0,,1.0232930999995915,following,0.8,1.2701849000000038,1.3,,,False
17,4,11,reproduction,1.3,1.3290281999998117,0.0,,1.3290281999998117,reproduction,1.2,1.0232930999995915,,,,False
17,4,12,reproduction,1.1,0.9879616000002898,0.0,,0.9879616000002898,reproduction,1.3,1.3290281999998117,,,,False
17,4,13,reproduction,1.2,0.9997161999999662,0.0,,0.9997161999999662,reproduction,1.1,0.9879616000002898,,,,False
17,4,14,reproduction,1.0,1.1526063999999678,0.0,,1.1526063999999678,reproduction,1.2,0.9997161999999662,,,,False
17,4,15,reproduction,1.0,1.2467234000000644,0.0,,1.2467234000000644,reproduction,1.0,1.1526063999999678,,,,False
17,4,16,reproduction,1.3,1.2820057999997516,0.0,,1.2820057999997516,reproduction,1.0,1.2467234000000644,,,,False
17,4,17,following,0.9,0.0,1.2819549000000734,1.0,1.2819549000000734,reproduction,1.3,1.2820057999997516,,0.2706125999998221,0.6469827999999325,False
17,4,18,reproduction,1.4,1.105584600000384,0.0,,1.105584600000384,following,0.9,1.2819549000000734,1.0,,,False
17,4,19,reproduction,0.8,1.2467126000001372,0.0,,1.2467126000001372,reproduction,1.4,1.105584600000384,,,,False
17,4,20,following,0.9,0.0,1.49366689999988,1.0,1.49366689999988,reproduction,0.8,1.2467126000001372,,-0.23507279999967068,0.35296180000023014,False
17,4,21,following,1.1,0.0,1.329009600000063,1.4,1.329009600000063,following,0.9,1.49366689999988,1.0,0.1883053999999902,0.41178549999995084,False
17,4,22,reproduction,1.1,1.3290613999997731,0.0,,1.3290613999997731,following,1.1,1.329009600000063,1.4,,,False
17,4,23,reproduction,0.9,1.176061000000118,0.0,,1.176061000000118,reproduction,1.1,1.3290613999997731,,,,False
17,4,24,reproduction,0.8,1.3290317000000869,0.0,,1.3290317000000869,reproduction,0.9,1.176061000000118,,,,False
17,4,25,reproduction,1.3,1.3760895000000346,0.0,,1.3760895000000346,reproduction,0.8,1.3290317000000869,,,,False
17,4,26,following,1.3,0.0,1.3407569000000876,0.8,1.3407569000000876,reproduction,1.3,1.3760895000000346,,0.2588799000000108,0.2941716999998789,False
17,4,27,following,1.3,0.0,1.3643074000001434,1.3,1.3643074000001434,following,1.3,1.3407569000000876,0.8,0.29413190000013856,0.35294980000026044,False
17,4,28,following,1.4,0.0,1.4230901999999332,1.0,1.4230901999999332,following,1.3,1.3643074000001434,1.3,0.2706340999995973,0.29415129999983947,False
17,4,29,reproduction,1.4,1.3643221999996058,0.0,,1.3643221999996058,following,1.4,1.4230901999999332,1.0,,,False
17,4,30,following,1.4,0.0,1.505402000000231,1.1,1.505402000000231,reproduction,1.4,1.3643221999996058,,0.2118424000000232,0.3176693000002615,False
17,4,31,following,1.1,0.0,1.223142100000132,0.8,1.223142100000132,following,1.4,1.505402000000231,1.1,0.2353640000001178,0.35296610000023065,False
17,4,32,reproduction,1.2,1.1290921999998318,0.0,,1.1290921999998318,following,1.1,1.223142100000132,0.8,,,False
17,4,33,following,1.3,0.0,1.4701359999999113,1.2,1.4701359999999113,reproduction,1.2,1.1290921999998318,,0.36472399999979643,0.5293755999998666,False
17,4,34,reproduction,1.1,1.1996609000002536,0.0,,1.1996609000002536,following,1.3,1.4701359999999113,1.2,,,False
17,4,35,following,1.0,0.0,1.3407649000000674,0.9,1.3407649000000674,reproduction,1.1,1.1996609000002536,,-0.035147999999935564,0.3059220000000096,False
